cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : test
m : TSD
prev_z_method : separate
dataset : camrest
exp_setting : bi-en
seed : 0
vocab_size : 1600
embedding_size : 300
hidden_size : 50
split : (3, 1, 1)
lr : 0.003
lr_decay : 0.5
vocab_path : ./vocab/vocab-camrest.pkl
fasttext_path : ./data/fasttext/wiki.multi.id.vec
data : ['./data/CamRest676/CamRest/CamRest676.json', './data/CamRest676/IndoCamRest/IndoCamRest676.json']
test_list : ['./data/CamRest676/CamRest/CamRest676.json']
entity : ./data/CamRest676/bi/ontology_indo_bi.json
db : ./data/CamRest676/bi/kb_indo_bi.json
batch_size : 32
z_length : 8
degree_size : 5
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
cuda : True
spv_proportion : 100
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : ./models/camrest.pkl
result_path : ./results/camrest-rl.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
116,0,i would like a cheap restaurant that serves greek food,would like EOS_Z1,greek cheap EOS_Z1,name_SLOT dan di would address like thank .,i can not locate a cheap greek restaurant . is there another one that you are interested in .,11,20,True
121,0,i would like a moderately priced restaurant in the north part of town,would like EOS_Z1 in restaurant,moderate north EOS_Z1,name_SLOT is anything chinese in .,"there are two moderately priced restaurants in the north , an food_SLOT restaurant and a food_SLOT restaurant . would you like more information ?",14,25,True
117,0,"a moderately priced restaurant in the north part of town , please .",food_SLOT north EOS_Z1 in,moderate north EOS_Z1,name_SLOT is anything chinese in . is moderate sama apa of area priced you rentang ?,the name_SLOT is a nice restaurant in the north part of town and is in the moderate price range . would you like their location ?,14,27,True
32,0,i 'm looking for an expensive restaurant in the south .,south EOS_Z1,expensive south EOS_Z1,name_SLOT dan di south .,"hi ! we have food_SLOT , food_SLOT , food_SLOT , and food_SLOT restaurants that fit the bill . do you have any preferences ?",12,25,True
107,0,"hello , i am looking for an expensive restaurant that serves vegetarian food .",vegetarian EOS_Z1,vegetarian expensive EOS_Z1,name_SLOT ada number vegetarian .,there is not a restaurant matching your request . would you like another restaurant ?,15,16,True
18,0,please suggest me a venetian restaurant in the moderate price range .,me EOS_Z1 in,venetian moderate EOS_Z1,name_SLOT is anything chinese in .,i 'm sorry . there is not a restaurant meeting those criteria . would you like to try something else ?,13,22,True
56,0,i am looking for a cuban restaurant in the north part of town .,north EOS_Z1 in,cuban north EOS_Z1,name_SLOT is town inginkan north .,"i am sorry , i could not find any cuban restaurants for you in the north part of town . is there a different type of food you would like me to search for instead ?",15,37,True
119,0,i would like a restaurant in any area that serves scandinavian food,any like EOS_Z1,scandinavian EOS_Z1,name_SLOT dengan any restaurant .,there are no restaurants available that serve scandinavian food . are there any other restaurants you would like to try ?,13,22,True
10,0,find me expensive restaurant that serves international food .,international EOS_Z1,international expensive EOS_Z1,name_SLOT is town located international a saya berada .,my apologies . i could not find any restaurants that serve international food in the expensive price range .,10,20,True
52,0,"hello , i am looking for a restaurant on the south side of town that serves international food .",international south EOS_Z1,international south EOS_Z1,name_SLOT is di international a .,"i 'm sorry , there are no international food restaurants on the south side of town . would you like another type of food ?",20,26,True
76,0,i would like a restaurant that serves swiss food,would like EOS_Z1,swiss EOS_Z1,name_SLOT dan di would address like thank .,"i 'm sorry , we do not have any swiss restaurants available . do you want to try a different type of food ?",10,25,True
55,0,hi can you help me find a restauant in the west side of the city ? >,food_SLOT EOS_Z1 in,west EOS_Z1,name_SLOT is anything chinese in . is moderate sama apa of area priced you rentang ?,what type of cuisine or price range would you prefer ?,18,12,True
101,0,"a restaurant in the moderately priced range , please",food_SLOT EOS_Z1,moderate EOS_Z1,moderate range mencari serves timur all food_SLOT . murah you that italian sesuai town beberapa a ?,there is a lot of restaurants in the moderate priced range . please tell me the area or the food you would like today .,10,26,True
71,0,i am looking for a malaysian restaurant in the east part of town .,food_SLOT east EOS_Z1,malaysian east EOS_Z1,name_SLOT dan di sampai a address east .,there are no malaysian restaurants on the east side of town .,15,13,True
33,0,hello . can you help me find the address of an inexpensive restaurant in the south part of town ?,south EOS_Z1,cheap south EOS_Z1 address,moderate range mencari serves sudah south . murah you that italian sesuai mediterania apa ?,there are two restaurants that are in the cheap price range and in the south part of town . would you like food_SLOT or food_SLOT food ?,21,28,True
62,0,i 'm looking for an indian restaurant in the south area of town .,south south EOS_Z1,indian south EOS_Z1,name_SLOT dan di south .,which price range are you looking for ?,15,9,True
98,0,i 'm looking for a moderately priced japanese restaurant .,japanese EOS_Z1,japanese moderate EOS_Z1,"name_SLOT is town japanese a saya , berada .","i 'm sorry , but there is no restaurant serving japanese food and in the moderate price range . would you like to try another type of food or a different price range ?",11,35,True
79,0,i would like a restaurant in the north part of town that serves australasian food,would like EOS_Z1,australasian north EOS_Z1,name_SLOT is town sampai a the food name_SLOT .,there are no restaurants matching your criteria . would you like to search for something else ?,16,18,True
59,0,i want a cheap restaurant in the west part of town . what is the address and phone number ?,what EOS_Z1,cheap west EOS_Z1 address phone,"name_SLOT is town inginkan a saya , what expensive restoran address_SLOT .","i have found two that may work . first , name_SLOT is at address_SLOT , phone is phone_SLOT . second one serves food_SLOT at address_SLOT , number is phone_SLOT",21,30,True
122,0,i would like a cheap restaurant that serves malaysian food,would like EOS_Z1,malaysian cheap EOS_Z1,name_SLOT dan di would address like thank .,"i 'm sorry , there are no restaurants in the city that serve malaysian food . can i help you find another restaurant ?",11,25,True
102,0,please recommend me a cheap restaurant in the north .,me north EOS_Z1 in restaurant,cheap north EOS_Z1,name_SLOT is anything chinese in .,name_SLOT is in the north part of town and in the cheap price range . would you like their location ?,11,22,True
