cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.5
mode : test
m : TSD
prev_z_method : separate
dataset : camrest
exp_setting : bi
seed : 0
vocab_size : 1600
embedding_size : 300
hidden_size : 50
split : (3, 1, 1)
lr : 0.003
lr_decay : 0.5
vocab_path : ./vocab/vocab-camrest.pkl
fasttext_path : ./data/fasttext/wiki.multi.id.vec
data : ['./data/CamRest676/CamRest/CamRest676.json', './data/CamRest676/IndoCamRest/IndoCamRest676.json']
test_list : ['./data/CamRest676/CamRest/CamRest676.json', './data/CamRest676/IndoCamRest/IndoCamRest676.json']
entity : ./data/CamRest676/bi/ontology_indo_bi.json
db : ./data/CamRest676/bi/kb_indo_bi.json
batch_size : 32
z_length : 8
degree_size : 5
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 1
cuda : True
spv_proportion : 100
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : ./models/camrest.pkl
result_path : ./results/camrest-rl.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
89,0,i am looking for a restaurnt in the west end that is n't too high priced .,moderate west EOS_Z1,moderate west EOS_Z1,name_SLOT is a nice restaurant in the west part of town .,name_SLOT ?,18,3,True
147,0,saya ingin restoran di bagian timur di kota yang menyajikan makanan indonesia,indonesia timur EOS_Z1,indonesia timur EOS_Z1,tidak ada restoran yang sesuai dengan permintaanmu . apakah kamu ingin makanan food_SLOT ?,saya tidak melihat restoran indonesia sama sekali . apakah anda ingin saya carikan tipe restoran lain di timur ini ?,13,21,True
271,0,"saya tertarik dengan restoran yang terletak di bagian utara kota yang berfokus pada makanan indonesia , tolong .",indonesia utara EOS_Z1,indonesia utara EOS_Z1,tidak ada restoran indonesia di utara kota . apakah kamu ingin mencoba hal lain ?,tidak ada restoran yang menyediakan makanan indonesia di bagian utara kota . apakah kamu ingin saya mencari di bagian kota yang lain ?,19,24,True
242,0,saya mencari sebuah restoran di bagian barat kota .,barat EOS_Z1,barat EOS_Z1,ada beberapa restoran yang berada di barat kota . apakah kamu memiliki preferensi pada jenis makanan ?,"name_SLOT berada di bagian barat kota , dan mereka menyediakan makanan food_SLOT .",10,14,True
194,0,"halo , saya sedang mencari restoran venesia di bagian pusat dari kota .",pusat EOS_Z1,venetia pusat EOS_Z1,tidak ada restoran yang berada di pusat kota . apakah kamu ingin tahu lokasinya ?,tidak ada restoran yang menyediakan makanan venesia di bagian pusat dari kota . apakah anda mau saya periksa bagian lain dari kota ?,14,24,True
158,0,saya mencari sebuah restoran di bagian utara kota yang menyediakan makanan wales .,wales utara EOS_Z1,wales utara EOS_Z1,tidak ada restoran yang sesuai dengan permintaanmu . apakah kamu ingin mencoba yang lain ?,tidak ada restoran wales di daerah utara kota . apakah kamu ingin sesuatu yang lain ?,14,17,True
99,0,get me a restaurant that serves european food .,european EOS_Z1,european EOS_Z1,"i 'm sorry , there are no restaurants matching your request . would you like to try something else ?","there are several restaurants serving european food . would you like the area_SLOT , center or area_SLOT part of town ?",10,22,True
67,0,hi . can you tell me if any restaurants in the area serve halal food ?,halal EOS_Z1,halal EOS_Z1,"i 'm sorry , there are no restaurants serving halal food .","i apologize , there are no restaurants in the area that serve halal food . would you like another type of food ?",17,24,True
46,0,i am looking for an expensive restaurant that serves russian food .,russian expensive EOS_Z1,russian expensive EOS_Z1,"i 'm sorry , there are no restaurants matching your request . would you like to try something else ?",there is no expensive restaurant that serves russian food can i help you with anything else,13,17,True
82,0,"hi , i want a moderately priced restaurant .",moderate EOS_Z1,moderate EOS_Z1,name_SLOT is a moderately priced restaurant in the area_SLOT .,there are several restaurants in the moderate price range . do you have a preference for the type of food or part of town ?,10,26,True
