cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.6
mode : test
m : TSD
prev_z_method : separate
dataset : kvret
exp_setting : cross
seed : 0
intent : all
vocab_size : 1800
embedding_size : 300
hidden_size : 50
split : None
lr : 0.003
lr_decay : 0.5
vocab_path : ./vocab/vocab-kvret.pkl
fasttext_path : ./data/fasttext/wiki.multi.id.vec
entity : ./data/kvret/bi/kvret_indo_entities_bi.json
train : ./data/kvret/indosmd/IndoSMD_train.json
dev : ./data/kvret/indosmd/IndoSMD_dev.json
test : ./data/kvret/indosmd/IndoSMD_test.json
batch_size : 32
degree_size : 5
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 2
cuda : False
spv_proportion : 100
alpha : 0.0
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : ./models/kvret.pkl
result_path : ./results/kvret.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
5,0,saya ingin tau dimanakah saya dapat sampai ke restoran cina,EOS_Z1,EOS_Z1,"no problem , i do n't see any traffic on the way to poi_SLOT .","terdapat sebuah restoran cina berjarak address_SLOT chef chu s , apakah anda menginginkan alamatnya ?",11,16,True
30,0,seperti apa cuaca untuk hari ini,EOS_Z1,hari ini EOS_Z1,you are welcome,anda sekarang ada di kota mana ?,7,8,True
59,0,seperti apa perkiraan cuaca untuk 7 hari ke depan,EOS_Z1,7 hari kedepan EOS_Z1,you are welcome,apakah nama kota yang kamu ingin tahu perkiraan cuacanya ?,10,11,True
57,0,"saya ingin tahu kapan konferensi dilaksanakan , dimana , dan siapa saja yang hadir",EOS_Z1,konferensi EOS_Z1 party,"no problem , i have a listing for poi_SLOT .",konferensi berlokasi di address_SLOT pada pukul address_SLOT party_SLOT anda,15,10,True
11,0,"bisakah anda menjadwalkan pengingat untuk sepakbola saya di pukul 7 malam tanggal kedelapan , bersama martha ?",martha ; martha ; martha ; pukul EOS_Z1,tanggal 8 ; martha ; sepakbola ; pukul 7 malam EOS_Z1,there is a martha for pukul .,pengingat untuk sepakbola pada tanggal kedelapan pukul address_SLOT martha telah diatur,18,12,True
38,0,akankah terjadi berawan pekan ini,EOS_Z1,berawan ; pekan EOS_Z1,you are welcome,kota apa yang kamu inginkan ?,6,7,True
18,0,akankah berawan pekan ini,EOS_Z1,berawan ; pekan EOS_Z1,you are welcome,kota mana yang kamu tertarik ?,5,7,True
39,0,seperti apa suhunya,EOS_Z1,EOS_Z1,you are welcome,untuk kota yang mana ?,4,6,True
12,0,dimana rumah sakit terdekat ?,EOS_Z1,terdekat ; rumah sakit EOS_Z1 distance,you are welcome,"poi_SLOT adalah satu-satunya rumah sakit yang dapat saya temukan . tempat itu berada di 899ames ct yang mana berjarak distance_SLOT , namun terdapat sebuah road block dekat it",6,29,True
41,0,carikan saya restoran cina,EOS_Z1,restoran cina EOS_Z1,you are welcome,terdapat sebuah poi_SLOT restoran cina di distance_SLOT sini,5,9,True
37,0,seperti apa perkiraan cuaca untuk kota new york,new york EOS_Z1,EOS_Z1,the closest new york is a new york is at the only new york .,apakah kamu ingin tahu mengenai cuaca di new york ?,9,11,True
13,0,saya ingin rute tercepat menuju rumah sakit,EOS_Z1,rumah sakit EOS_Z1 distance,you are welcome,rumah sakit distance_SLOT berlokasi di 611ames ave bernama poi_SLOT,8,10,True
1,0,temukan sebuah garasi parkir di sekitar sini untuk saya,EOS_Z1,disekitar ; garasi parkir EOS_Z1 distance,you are welcome,terdapat garasi parkir berjarak address_SLOT 481amaranta ave namun terdapat penghalang jalan yang tercatat di distance_SLOT sini,10,17,True
46,0,seperti apa cuaca pekan ini,EOS_Z1,pekan EOS_Z1,you are welcome,anda ingin tahu cuaca seperti apa di kota yang mana ?,6,12,True
9,0,saya butuh sebuah garasi parkir disekitar sini,EOS_Z1,disekitar EOS_Z1 distance,you are welcome,"garasi parkir yang lebih distance_SLOT adalah poi_SLOT yang berjarak 1 , address_SLOT saya memiliki address_SLOT lebih jauh untukmu yaitu poi_SLOT dan parking_garasi_2",8,23,True
20,0,apakah diperkirakan salju untuk pekan ini,EOS_Z1,salju ; pekan EOS_Z1,you are welcome,kota manakah yang kamu ingin tahu apakah terdapat salju nya ?,7,12,True
47,0,seberapakah suhu saat ini,EOS_Z1,EOS_Z1,you are welcome,kota manakah yang anda ingin ketahui suhu saat ini nya ?,5,12,True
48,0,bagaimanakah suhu di luar untuk hari ini,EOS_Z1,hari ini EOS_Z1,you are welcome,untuk kota manakah yang anda ingin tahu mengenai ini ?,8,11,True
0,0,temukan hotel terdekat untuk saya,EOS_Z1,yang dekat EOS_Z1 distance,you are distance_SLOT away from poi_SLOT and there is traffic_info_SLOT .,"terdapat poi_SLOT berjarak 6 , address_SLOT poi_SLOT berjarak distance_SLOT : yang mana yang anda pilih ?",6,17,True
16,0,seperti apa cuaca yang akan terjadi saat hari ini,EOS_Z1,hari ini EOS_Z1,you are welcome,kota mana yang kamu tanyakan ?,10,7,True
56,0,seperti apa suhu yang akan ada pada jumat,EOS_Z1,jumat EOS_Z1,you are welcome,kota manakah yang suhunya ingin kamu ketahui pada jumat ?,9,11,True
50,0,dimanakah saya dapat ke restoran cina ?,EOS_Z1,restoran cina EOS_Z1,you are welcome,poi_SLOT berjarak distance_SLOT,8,4,True
36,0,tolong jadwalkan makan malam bersama adik saya,EOS_Z1,adik ; makan malam EOS_Z1,you are welcome,untuk tanggal dan waktu kapan ?,8,7,True
28,0,seberapakah suhu tertinggi untuk pekan ini,EOS_Z1,suhu tertinggi ; pekan EOS_Z1,you are welcome,anda ingin tahu suhu tertinggi untuk kota yang mana ?,7,11,True
40,0,cek cuaca untuk kemungkinan terjadinya salju,EOS_Z1,EOS_Z1,you are welcome,lokasi mana yang anda ingin ketahui cuacanya ?,7,9,True
14,0,bagaimana laporan perkiraan cuaca,EOS_Z1,EOS_Z1,you are welcome,untuk kota yang mana ?,5,6,True
15,0,apakah ada restoran cinas terdekat disana,EOS_Z1,yang dekat ; restoran EOS_Z1,you are welcome,terdapat poi_SLOT di dekat sini,7,6,True
10,0,saya akan berobat pada tanggal ketujuh,EOS_Z1,tanggal 7 EOS_Z1,you are welcome,"sedang mengatur pengingat untuk berobat pada tanggal ketujuh , untuk waktunya sebaiknya saya menambahkan apa ?",7,17,True
44,0,"mobil , saya harus pergi ke jack house , harusnya berjarak 6,4 km dari sini",EOS_Z1,EOS_Z1,"no problem , i do n't see any traffic on the route to poi_SLOT .","jack house berjarak 6 , address_SLOT address_SLOT",16,8,True
5,1,"terdapat sebuah restoran cina berjarak address_SLOT chef chu s , apakah anda menginginkan alamatnya ? EOS_M ya dan pastikan saya mendapatkan rute tercepat",EOS_Z1,EOS_Z1,"you 're welcome , i have a great day .","alamatnya adalah address_SLOT , terdapat traffic_info_SLOT sekarang akan tetapi saya telah mengatur jalur alternatif untuk dapat kesana sedikit lebih cepat",24,21,True
30,1,anda sekarang ada di kota mana ? EOS_M saya ingin tahu suhu di san francisco hari ini,san francisco EOS_Z1,hari ini ; san francisco EOS_Z1,it is not gon na be any day in san francisco .,disana akan berkisar 4-10c di san francisco hari ini,18,10,True
59,1,"apakah nama kota yang kamu ingin tahu perkiraan cuacanya ? EOS_M carson , tolong",carson EOS_Z1,7 hari kedepan ; carson EOS_Z1,"no problem , i 'm here to assist you .","di carson akan terjadi weather_attribute_SLOT pada senin , weather_attribute_SLOT pada selasa , weather_attribute_SLOT pada rabu , weather_attribute_SLOT pada kami , weather_attribute_SLOT pada jumat , weather_attribute_SLOT pada sabtu , dan weather_attribute_SLOT pada minggu",15,33,True
57,1,konferensi berlokasi di address_SLOT pada pukul address_SLOT party_SLOT anda EOS_M terima kasih !,EOS_Z1,konferensi EOS_Z1,you 're welcome .,ada lagi yang lain ?,14,6,True
11,1,pengingat untuk sepakbola pada tanggal kedelapan pukul address_SLOT martha telah diatur EOS_M hebat !,martha ; martha ; martha ; pukul EOS_Z1,tanggal 8 ; martha ; sepakbola ; pukul 7 malam EOS_Z1,there is a good day .,sama-sama apakah anda butuh bantuan lagi dengan yang lainnya ?,15,11,True
38,1,kota apa yang kamu inginkan ? EOS_M san mateo,san mateo EOS_Z1,berawan ; pekan ; san mateo EOS_Z1,it is not gon na be any day in san mateo .,tidak akan terjadi berawan pekan ini di san mateo namun mungkin saja terjadi weather_attribute_SLOT pada rabu dan juga ada kemungkinan turun weather_attribute_SLOT pada sabtu,10,25,True
18,1,kota mana yang kamu tertarik ? EOS_M durham,durham ; durham EOS_Z1,berawan ; pekan ; durham EOS_Z1,it is not gon na be any day in durham .,akan terjadi berawan pada kami di durham pekan ini,9,10,True
39,1,"untuk kota yang mana ? EOS_M tolong untuk compton , pada jumat",compton EOS_Z1,jumat ; compton EOS_Z1,it is not gon na be a high of temperature_SLOT and a high of temperature_SLOT and a high of temperature_SLOT and a high of temperature_SLOT and a high of temperature_SLOT,"pada jumat suhu di compton akan serendah 27c , dan setinggi 32c",13,13,True
12,1,"poi_SLOT adalah satu-satunya rumah sakit yang dapat saya temukan . tempat itu berada di 899ames ct yang mana berjarak distance_SLOT , namun terdapat sebuah road block dekat it EOS_M oh tidak saya harus sampai kesana , apa alamatnya ?",EOS_Z1,terdekat ; rumah sakit EOS_Z1,"no problem , i 'm sorry and a good day .","alamatnya adalah 899ames ct , saya telah mengirimkan rute terbaik di layarmu",40,13,True
41,1,terdapat sebuah poi_SLOT restoran cina di distance_SLOT sini EOS_M sedekat apa tempat tersebut dengan saya ?,EOS_Z1,restoran cina EOS_Z1,"you 're welcome , i have a great day .","poi_SLOT restoran cina berjarak 6 , address_SLOT adanya traffic_info_SLOT . tempat itu berlokasi di address_SLOT",17,16,True
37,1,apakah kamu ingin tahu mengenai cuaca di new york ? EOS_M akankah terjadi gerimis pada sabtu,new york ; akankah EOS_Z1,gerimis ; sabtu EOS_Z1,it is not gon na be any akankah york .,perkiraan cuaca untuk sabtu di new york tidak menunjukkan adanya gerimis sama sekali,17,14,True
13,1,"rumah sakit distance_SLOT berlokasi di 611ames ave bernama poi_SLOT EOS_M ok , tolong berikan saya arah via rute tercepat",EOS_Z1,rumah sakit EOS_Z1,"you 're welcome , i sent on your screen , you 're welcome .","kita sedang berjarak 6 , address_SLOT terdapat traffic_info_SLOT di perjalanan kita , saya sedang mengirim rute di peta mu",20,20,True
