cuda_device : 0
eos_m_token : EOS_M
beam_len_bonus : 0.6
mode : train
m : TSD
prev_z_method : separate
dataset : kvret
seed : 0
intent : all
vocab_size : 1400
embedding_size : 300
hidden_size : 50
split : None
lr : 0.003
lr_decay : 0.5
vocab_path : ./vocab/vocab-kvret.pkl
fasttext_path : ./data/fasttext/cc.id.300.vec
train : ./data/kvret/indosmd/IndoSMD_train.json
dev : ./data/kvret/indosmd/IndoSMD_dev.json
test : ./data/kvret/indosmd/IndoSMD_test.json
entity : ./data/kvret/indosmd/kvret_indo_entities.json
batch_size : 32
degree_size : 5
z_length : 8
layer_num : 1
dropout_rate : 0.5
epoch_num : 100
rl_epoch_num : 2
cuda : False
spv_proportion : 100
alpha : 0.0
max_ts : 40
early_stop_count : 3
new_vocab : True
model_path : ./models/kvret.pkl
result_path : ./results/kvret.csv
teacher_force : 100
beam_search : False
beam_size : 10
sampling : False
use_positional_embedding : False
unfrz_attn_epoch : 0
skip_unsup : False
truncated : False
pretrain : False
START_CSV_SECTION
dial_id,turn_num,user,generated_bspan,bspan,generated_response,response,u_len,m_len,supervised
6,0,tolong ingatkan saya untuk meminum obat di pukul 7 malam hari ini bersama ibu saya,ibu ; ibu ; 7 malam EOS_Z1,hari ini ; ibu ; pukul 7 malam EOS_Z1,sedang menyetel pengingat ibu anda pada tanggal address_SLOT,sedang mengatur pengingat untuk meminum obat bersama ibu anda hari ini tepatnya pukul 7 malam,16,16,True
35,0,tanggal dan jam berapa janji temu dengan dokter saya selanjutnya ?,janji temu dengan dokter EOS_Z1 date time,janji temu dengan dokter EOS_Z1 date time,anda,janji temu dengan dokter anda selanjutnya akan ada pada date_SLOT time_SLOT,12,12,True
62,0,jadwalkan sebuah tennis pada pukul 9 pagi tanggal ketiga belas bersama kakak saya,tanggal ; tennis ; pukul tennis EOS_Z1,tanggal 13 ; kakak ; tennis ; pukul 9 pagi EOS_Z1,sedang menyetel pengingat untuk tennis untuk tanggal pada pukul address_SLOT kedua puluh bersama party_SLOT,pengingat untuk tennis bersama kakak pada tanggal ketiga belas pukul address_SLOT disetel,14,13,True
23,0,mobil saya membutuhkan sebuah garasi parkir terdekat dari posisi saya : tolong bantu saya !,EOS_Z1,terdekat ; garasi parkir EOS_Z1 distance,"poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT , poi_SLOT berjarak distance_SLOT ,",poi_SLOT berjarak distance_SLOT,16,4,True
3,0,carikan coffee shop terdekat,EOS_Z1,terdekat EOS_Z1,poi_SLOT berjarak address_SLOT terdapat traffic_info_SLOT di perjalanannya,coffee shop terdekat adalah poi_SLOT,5,6,True
23,1,poi_SLOT berjarak distance_SLOT EOS_M apakah itu yang paling terdekat ? jika iya kirimkan saya alamatnya secepat mungkin,mungkin EOS_Z1,terdekat ; garasi parkir EOS_Z1,poi_SLOT berlokasi di address_SLOT terdapat traffic_info_SLOT di perjalanannya,poi_SLOT berada di 880ames ct,18,6,True
3,1,"coffee shop terdekat adalah poi_SLOT EOS_M tolong bisakah anda memberikan saya alamatnya , dan jaraknya dari sini ?",EOS_Z1,terdekat EOS_Z1,poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT berjarak address_SLOT poi_SLOT,"poi_SLOT berjarak 6 , address_SLOT address_SLOT",19,7,True
23,2,"poi_SLOT berada di 880ames ct EOS_M apakah itu yang paling terdekat dengan lancar ? jika ya , berikan saya arahnya",mungkin EOS_Z1,terdekat ; garasi parkir EOS_Z1,saya telah diatur,ini dia arah menuju poi_SLOT,21,6,True
3,2,"poi_SLOT berjarak 6 , address_SLOT address_SLOT EOS_M terima kasih bagaimana dengan lalu lintas disana ?",traffic_info EOS_Z1 traffic_info,terdekat EOS_Z1 traffic_info,tidak masalah,terdapat traffic_info_SLOT di rute perjalanannya sekarang,16,7,True
23,3,ini dia arah menuju poi_SLOT EOS_M buatkan rute tercepat menuju webster garage dengan lancar,mungkin EOS_Z1 traffic_info,terdekat ; garasi parkir EOS_Z1 traffic_info,poi_SLOT berjarak distance_SLOT,"terdapat traffic_info_SLOT di rute kita akan tetapi anda dapat sampai kesana dengan cepat . saya telah mengirimkan informasinya di layarmu , tolong berkendara dengan hati-hati !",15,27,True
